,Demand,Back-up share,Demand share
0,63.43000000000001,0.16249524408198376,0.06685920882039822
1,64.2,0.1619740379698814,0.0676024303178999
2,80.18,0.16270445665849945,0.08213985698772719
3,71.0,0.1625828197544735,0.07301296751437122
4,62.650000000000006,0.16347396679150233,0.06506657250275223
5,70.09,0.16279957511783844,0.0723084223992077
6,76.07,0.162609799106775,0.07769459395969726
7,63.71,0.1633887296406144,0.06604604874407803
8,64.25999999999999,0.16269972817078832,0.06674144699943914
9,62.71,0.16190303310340276,0.06628403517672923
10,63.830000000000005,0.16218938330719063,0.06524916943521596
11,65.55,0.16361289041163912,0.06762123853636898
12,62.72,0.16228872949130185,0.06464313321308941
13,62.75,0.16191891668730907,0.06520496700784538
14,62.690000000000005,0.16312880686438852,0.06492807059335287
15,62.7,0.16180323276927389,0.0646585061513236
16,65.41,0.16311015831134565,0.06755835571162983
17,64.41,0.16298556701030928,0.0658622628968761
18,65.3,0.16243939443913058,0.06660003263707572
19,63.67,0.1619672996650773,0.06651622945853053
20,66.34,0.16285129964375247,0.06969805215271795
21,64.25,0.1626210788600848,0.06646253788623269
22,64.9,0.16255734891243356,0.06847869668896533
23,64.89,0.16325280256991936,0.06746654744700097
24,70.34,0.16189848384970337,0.07233648704236939
25,63.69,0.1631158785514768,0.06593645502262067
26,65.13,0.16262304862284974,0.06771537293880352
27,65.46000000000001,0.16292023731048122,0.06747062461348176
28,76.1,0.16516889264021978,0.07788911292386108
29,116.08,0.17164006476983576,0.1136123399757272
30,115.59,0.17195666870022588,0.11299230686516977
31,112.69,0.17132077958450714,0.1099425360247417
32,121.52000000000001,0.17095342583274217,0.11995696080076604
33,110.55,0.1704451840379609,0.10989721056921885
34,108.84,0.17063282794990114,0.10758129880399328
35,108.89,0.16983805334519514,0.10937233198404965
36,113.27,0.17170662157233327,0.11126937660857775
37,110.97,0.1710415601128508,0.10981583556817845
38,118.14,0.17028716578422154,0.1177432053978094
39,113.91,0.16215459144161212,0.09441437558537576
40,117.72999999999999,0.1647414106076108,0.10037685014664753
41,109.75999999999999,0.16496682839885135,0.09425180758067563
42,118.02,0.16494266168743185,0.1004442628810703
43,130.69,0.1666363561213524,0.10920409442239398
44,143.57,0.16804684922467833,0.11844732282814947
45,168.7,0.17145030090602473,0.1344287376288906
46,164.12,0.1713755447661027,0.13051603616786087
47,197.16,0.17585899594019208,0.1482361432738865
48,199.9,0.1765028503049743,0.15042629563018756
49,229.64,0.18160794225019408,0.1698056005383142
50,247.77,0.18168150803746966,0.1783428945720476
51,252.63,0.18410269966625914,0.18141408628712588
52,269.51,0.18482487053490176,0.18715842251095477
53,279.96,0.1839791920455668,0.19244411449311227
54,282.69,0.18591414524697264,0.1852320232744047
55,283.64,0.18506149980161354,0.1865463537830159
56,301.79,0.19053516289361144,0.19600444239499648
57,315.70000000000005,0.1915132687795367,0.19959789590814833
58,319.64,0.19109523336971984,0.20147240501222805
59,337.65,0.19132547645415626,0.21137605719329652
60,337.39,0.19292971008507476,0.20832329968201044
61,338.65,0.19576623548046465,0.20841539067500367
62,367.44,0.19659460619973246,0.21906505058695175
63,389.43,0.1983306115042642,0.22894045302496752
64,389.49,0.2011618503787566,0.22685257989551114
65,395.95,0.20615069871805453,0.2303628673326313
66,408.95,0.2033257996931554,0.23287796044576814
67,416.39,0.20360935587388757,0.23365917712284798
68,418.88,0.20347886416571684,0.23460489394949233
69,437.54999999999995,0.20327820144597408,0.23370650885045557
70,440.29,0.20859209830866807,0.2334715564416918
71,484.56,0.20792619413719557,0.2548799924255574
72,487.84000000000003,0.2120002638870563,0.25068601555996345
73,516.55,0.21489474206021353,0.2572357674993028
74,516.11,0.21613866312821364,0.24985960495739745
75,535.55,0.21536199319300794,0.256482093426434
76,491.46,0.20447506583414762,0.240159500388489
77,492.45000000000005,0.20640116384797236,0.23487020017265312
78,497.87,0.21464158117276866,0.23672248690078834
79,562.73,0.23141078158282807,0.2596456420430951
80,649.6600000000001,0.23337515683814306,0.2883123568778514
81,655.36,0.2413104667146691,0.2921696952404729
82,649.4000000000001,0.2332992107783245,0.2881279227636145
83,602.17,0.16799985651768418,0.2925342246145176
84,36.599999999999994,0.10706536372131328,0.01805989371308454
85,1102.21,0.29808279802500126,0.35792198008098797
86,1102.8600000000001,0.2986115702479339,0.3542756183745584
87,1098.35,0.2968100547601768,0.3510473730975012
88,1119.97,0.29685407746606934,0.35459930787959765
89,1142.62,0.29940556024704845,0.35854438423135215
90,1174.57,0.30254003404339713,0.35913970603973083
91,1184.55,0.3028774598974698,0.35370259779038515
92,1210.3899999999999,0.30685669879796956,0.3590266098341594
93,1217.52,0.30863017761228456,0.3565483755717858
94,1247.54,0.3096037720241542,0.35667948479693506
95,1292.97,0.31615455930070857,0.3638847924710969
96,1308.12,0.31693736265551936,0.3627188105689005
97,1319.38,0.3181645370844835,0.35947764060954646
98,1318.3300000000002,0.318144994626767,0.35924245520812054
99,1347.22,0.3241232203978372,0.3654597883554825
100,1368.44,0.3234516491506379,0.3592875371511988
101,1384.01,0.3265383725159541,0.36161901726039003
102,1413.57,0.3292916928573792,0.3617822299116512
103,1416.7199999999998,0.3344696342876055,0.362443716741711
104,1657.16,0.37229609708318806,0.40058304950361023
105,1654.5,0.37351808065609554,0.40156889776679633
106,1205.25,0.27585799016543033,0.325761732422651
107,1102.33,0.3019393857485556,0.34631358701115905
108,1203.25,0.4423972962331014,0.30353521084124596
109,2082.9900000000002,0.4366445697701263,0.4244140083782948
110,2078.24,0.43601848794981835,0.4228706303666625
111,2088.35,0.4366434120033645,0.42376974166147535
112,2119.4700000000003,0.4388314059646987,0.42496405950182564
113,2120.94,0.4393423196563472,0.4250389279337233
114,2151.69,0.444505103644515,0.4246586156739763
115,2172.13,0.44900690703592316,0.4274180535932845
116,2188.73,0.4515076209410206,0.42619608606756887
117,2187.69,0.45650429607836573,0.42652345821505444
118,2213.34,0.45667692819702144,0.4269024910071076
