,Demand,Demand share,Back-up share
289,755.0,0.234326505276226,0.201342281879195
290,890.0,0.254358388110889,0.233333333333333
291,1020.0,0.272435897435897,0.266666666666667
292,,,
293,1942.0,0.449433001619995,0.434782608695652
294,2039.0,0.45060773480663,0.442404006677796
295,2130.0,0.451749734888653,0.45531197301855
296,2234.0,0.450312437008668,0.466666666666667
297,2330.0,0.449720131248794,0.469798657718121
298,2206.0,0.428432705379685,0.0895522388059701
299,2640.0,0.472948763883913,0.521008403361345
300,2827.0,0.490543119902828,0.552763819095477
301,3045.0,0.509452902794044,0.591666666666667
302,3037.0,0.473938826466916,0.567612687813022
303,3227.0,0.489681335356601,0.6
304,3447.0,0.493556701030928,0.629139072847682
305,3430.0,0.466476268189854,0.6
306,3275.0,0.431375131717597,0.552763819095477
307,3427.0,0.427573300062383,0.565723793677205
308,3415.0,0.413338174776083,0.549084858569052
309,515.0,0.174813306177868,0.183028286189684
310,674.0,0.205801526717557,0.199335548172757
311,807.0,0.226876581388811,0.21558872305141
312,983.0,0.254729204457113,0.233333333333333
313,,,
314,137.0,0.0639290713952403,0.163636363636364
315,137.0,0.0556684274685087,0.145973154362416
316,109.0,0.0421826625386997,0.131447587354409
317,107.0,0.0388384754990926,0.120603015075377
318,106.0,0.0363761153054221,0.111295681063123
319,108.0,0.0343402225755167,0.0966666666666667
320,141.0,0.0438296549580354,0.101328903654485
321,140.0,0.0393258426966292,0.0811258278145695
322,140.0,0.0372935535428876,0.0682196339434276
323,137.0,0.0346923271714358,0.0483333333333333
324,138.0,0.0324553151458137,0.0383333333333333
325,110.0,0.0245098039215686,0.016750418760469
326,110.0,0.0225779967159278,-0.0083056478405315
327,110.0,0.0203779177473138,-0.0415282392026578
328,108.0,0.0183611016661,-0.0748752079866889
329,110.0,0.0194243333921949,-0.0580431177446103
330,110.0,0.0184749748068525,-0.0762852404643449
331,109.0,0.0162929745889387,-0.123539232053422
332,110.0,0.0163011262596325,-0.124584717607973
333,144.0,0.0201906898485698,-0.144295302013423
334,,,
335,108.0,0.0263286201852755,-0.193877551020408
336,109.0,0.0255748474894416,-0.210702341137124
337,112.0,0.025471912667728,-0.220735785953177
338,112.0,0.0247513812154696,-0.232558139534884
339,109.0,0.0230883287439102,-0.262626262626263
340,110.0,0.0220972278023303,-0.28476821192053
341,111.0,0.0213666987487969,-0.315436241610738
342,110.0,0.0205607476635514,-0.333333333333333
343,108.0,0.0191761363636364,-0.369127516778524
344,109.0,0.0182732606873428,-0.400662251655629
345,110.0,0.0170807453416149,-0.466216216216216
346,111.0,0.0166341975123633,-0.498305084745763
347,116.0,0.0171268271076333,-0.496688741721854
348,111.0,0.0153611956822585,-0.558528428093645
349,113.0,0.0151332529797777,-0.590604026845638
350,488.0,0.0600246002460025,0.27893175074184
351,111.0,0.0406147091108672,-0.0233333333333333
352,110.0,0.0363876943433675,-0.0606060606060606
353,108.0,0.0335195530726257,-0.087248322147651
354,109.0,0.0311517576450414,-0.116666666666667
355,109.0,0.0291132478632479,-0.146666666666667
356,,,
357,146.0,0.0337884748900717,0.0301003344481605
358,144.0,0.0318232044198895,0.01669449081803
359,141.0,0.0299045599151644,0.0
360,144.0,0.029026405966539,-0.01
361,146.0,0.0281798880524995,-0.0201342281879195
362,145.0,0.0281608079238687,-0.0597014925373134
363,145.0,0.0259763525618058,-0.0453781512605042
364,145.0,0.0251605066805483,-0.0552763819095477
365,145.0,0.0242596620378116,-0.0666666666666667
366,144.0,0.0224719101123595,-0.0934891485809683
367,144.0,0.0218512898330804,-0.103333333333333
368,145.0,0.0207617411225659,-0.124172185430464
369,144.0,0.0195838433292534,-0.15
370,143.0,0.0188356164383562,-0.16750418760469
371,142.0,0.0177167810355583,-0.19134775374376
372,137.0,0.0165819414185427,-0.211314475873544
373,112.0,0.0380176510522743,0.103161397670549
374,142.0,0.0433587786259542,0.0913621262458472
375,142.0,0.0399212819791959,0.0746268656716418
376,143.0,0.0370562321845038,0.0583333333333333
377,,,
378,86.0,0.0401306579561363,0.142148760330579
379,257.0,0.104429093864283,0.164429530201342
380,324.0,0.125386996904025,0.173044925124792
381,406.0,0.147368421052632,0.184254606365159
382,477.0,0.163692518874399,0.18936877076412
383,615.0,0.195548489666137,0.208333333333333
384,941.0,0.29250854833696,0.277408637873754
385,1058.0,0.297191011235955,0.28476821192053
386,1155.0,0.307671816728823,0.299500831946755
387,1210.0,0.306406685236769,0.32
388,1308.0,0.307619943555974,0.31
389,1486.0,0.331105169340463,0.338358458961474
390,1500.0,0.307881773399015,0.315614617940199
391,1493.0,0.276583919970359,0.284053156146179
392,1478.0,0.25127507650459,0.254575707154742
393,1775.0,0.313438107010419,0.334991708126036
394,2078.0,0.349009069533087,0.38971807628524
395,2307.0,0.344843049327354,0.40567612687813
396,2327.0,0.34484291641968,0.406976744186047
397,2320.0,0.325294447560292,0.385906040268456
398,,,
399,56.0,0.0136518771331058,-0.197278911564626
400,150.0,0.0351947442515251,-0.17056856187291
401,226.0,0.0513986809188083,-0.147157190635452
402,290.0,0.0640883977900552,-0.129568106312292
403,392.0,0.0830332556661724,-0.107744107744108
404,532.0,0.106870229007634,-0.0662251655629139
405,599.0,0.115303176130895,-0.0604026845637584
406,597.0,0.111588785046729,-0.08
407,594.0,0.10546875,-0.114093959731544
408,593.0,0.0994132439228835,-0.149006622516556
409,920.0,0.142857142857143,-0.0506756756756757
410,1167.0,0.174883860332684,0.0406779661016949
411,1276.0,0.188395098183966,0.0827814569536424
412,1767.0,0.244533628563521,0.264214046822742
413,2016.0,0.269987946966653,0.355704697986577
414,2304.0,0.283394833948339,0.207715133531157
415,101.0,0.0369557263080863,-0.02
416,255.0,0.084353291432352,0.0168350168350168
417,346.0,0.107386716325264,0.0369127516778524
418,493.0,0.140897399256931,0.0766666666666667
419,611.0,0.163194444444444,0.103333333333333
420,,,
421,24.0,0.0055542698449433,0.0
422,141.0,0.0311602209944751,0.0200333889816361
423,245.0,0.0519618239660657,0.03035413153457
424,382.0,0.077000604716791,0.05
425,502.0,0.0968924917969504,0.0671140939597315
426,600.0,0.116527481064284,0.134328358208955
427,600.0,0.107488355428162,0.0672268907563025
428,597.0,0.103591879229568,0.0569514237855946
429,597.0,0.0998828843901623,0.045
430,1041.0,0.162453183520599,0.123539232053422
431,1035.0,0.157056145675266,0.111666666666667
432,1212.0,0.173539518900344,0.132450331125828
433,1605.0,0.21827825377397,0.208333333333333
434,2001.0,0.263566912539515,0.28643216080402
435,2282.0,0.28471615720524,0.327787021630616
436,2550.0,0.308641975308642,0.37936772046589
437,79.0,0.026816021724372,0.0915141430948419
438,222.0,0.0677862595419847,0.10797342192691
439,377.0,0.105988192296879,0.127694859038143
440,507.0,0.131381186835968,0.141666666666667
441,,,
442,52.0,0.0242650489967336,0.148760330578512
443,215.0,0.0873628606257619,0.169463087248322
444,299.0,0.115712074303406,0.179700499168053
445,392.0,0.142286751361162,0.192629815745394
446,481.0,0.16506520247083,0.200996677740864
447,577.0,0.183465818759936,0.211666666666667
448,283.0,0.0879701585327945,0.13953488372093
449,509.0,0.142977528089888,0.170529801324503
450,607.0,0.161694192860948,0.183028286189684
451,752.0,0.19042795644467,0.198333333333333
452,956.0,0.22483537158984,0.235
453,1052.0,0.234402852049911,0.242881072026801
454,1427.0,0.292898193760263,0.31063122923588
455,1963.0,0.3636532048907,0.408637873754153
456,2476.0,0.420945256715403,0.504159733777038
457,1950.0,0.34434045558891,0.391376451077944
458,1944.0,0.326503191132012,0.371475953565506
459,2458.0,0.367414050822123,0.450751252086811
460,2485.0,0.368257261410788,0.451827242524917
461,2852.0,0.399887829500841,0.523489932885906
462,,,
463,2003.0,0.488298391028766,0.744897959183674
464,2001.0,0.469497888315345,0.712374581939799
465,2001.0,0.455083011143962,0.698996655518395
466,2000.0,0.441988950276243,0.681063122923588
467,2011.0,0.425969074348655,0.663299663299663
468,2012.0,0.404178384893532,0.622516556291391
469,2010.0,0.386910490856593,0.604026845637584
470,2004.0,0.374579439252336,0.58
471,1997.0,0.354580965909091,0.543624161073825
472,1985.0,0.332774518021794,0.490066225165563
473,1972.0,0.306211180124224,0.435810810810811
474,1966.0,0.29462011089465,0.406779661016949
475,1971.0,0.291008415768493,0.387417218543046
476,1958.0,0.270965956269029,0.324414715719064
477,1943.0,0.260211597696531,0.295302013422819
478,1943.0,0.238991389913899,0.112759643916914
479,2033.0,0.743871203805342,0.91
480,2014.0,0.666225603704929,0.875420875420875
481,2013.0,0.624767225325885,0.848993288590604
482,2007.0,0.573592454987139,0.806666666666667
483,2004.0,0.53525641025641,0.776666666666667
484,,,
485,2209.0,0.51122425364499,0.535117056856187
486,2201.0,0.486408839779006,0.520868113522538
487,2199.0,0.466383881230117,0.51433389544688
488,2201.0,0.443660552308002,0.493333333333333
489,2203.0,0.425207488901756,0.483221476510067
490,2198.0,0.426879005632162,0.835820895522388
491,2197.0,0.39358652812612,0.457142857142857
492,2194.0,0.380704494187055,0.445561139028476
493,2190.0,0.366404550777982,0.43
494,2186.0,0.341136079900125,0.402337228714524
495,2184.0,0.331411229135053,0.391666666666667
496,2180.0,0.312142038946163,0.362582781456954
497,2174.0,0.295661634706922,0.341666666666667
498,2173.0,0.286222339304531,0.328308207705193
499,2164.0,0.269993761696818,0.29783693843594
500,2160.0,0.261437908496732,0.282861896838602
501,2240.0,0.760353021045485,0.622296173044925
502,2237.0,0.683053435114504,0.601328903654485
503,2231.0,0.627213944335114,0.582089552238806
504,2226.0,0.576833376522415,0.566666666666667
